,Ratings,Full_review
14719,5,"Highly recommended, the packing was fantastic, macbook feels very rich no doubt and it has its own fluidity, i m having a gr8 experience with this beauty after switching from a windows pc. Awesome product love u mac."
14720,3,"I wanted to buy a laptoo fir mild use which will serve me smoothly for atleast 4-5 years.. im a student and my parents use it just to browse , listen to music , facetime and all those basic things.. i dont about the technical aspects so I'll give a review thats more on the informal side.... The os is very smooth and easy to use and rhe best thing about macbook is that its more like an iphone.. you can download apps and you can make the same gestures on the touchpad as you would do on iphone ..."
14721,4,"apple is best among all, even it is 2017 model its design& day to day performance is fast, it's display is also good but not best as in highend models but it can complete the tasks it is better the other laptops at this price as it is apple, u will get blody satisfaction by this, no words to to express it."
14722,5,A decent purchase at very low rate thanks to flipkart's sale offer..good packing and faster delivery. I found it a bit hard to use in the beginning since I was a Windows user for the past 12 years..but once your familiar it's really fun to use apple ecosystem..I would recommend as this is a good buy..since all the other newer versions of apple have USB type c ports which is not widely used which will result in buying an adaptor.
14723,1,"this is an awesome laptop it's good for programmers actually because programmers don't need much of video memory because there is not a lot of graphic intensive task that they do it's just about a good multi core processor. also when you have such a good build quality in a laptop you kind of are more focused into your work because you feel good when your working. :) and also there is a lot of online resources you can look come to for its review... thanks for making such good product, apple."
14724,5,"I bought this laptop after wondering if it's justified enough for me to purchase a MacBook Pro 13"" in India which costed nearly 122k with just 8 GB RAM and 256 GB SSD, now having purchased a base config MacBook Air, I am very happy, mainly because I was able to buy it for under 45k by exchanging my older Lenovo laptop which was giving me a severe headache.  I'm a software engineer and I have a company issued MacBook Pro 15"" late 2016, I wanted a MacBook which I could use for my personal tasks..."
14725,4,"2017 model MacBook Air in 2019 or 2020 ?? Why not..! This is a really fabulous product, Its not about latest model or old model, I believe you need to select product based on your profession and requirements I am an IT programmer and this product fulfils my all requirements. Ever since I switch to Mac from Windows my work gets easy and efficient. The most important factor here is OS, Its superb and way way better than Windows. Tho it has 5th Gen i5 Processor, it is as good as i7 6/7th Gen i..."
14726,5,I used to actually for 1 year and after that i am writing this review... I bought it in sept 2019 BBD for 49000/- Rs on sale and for me it is like a very good product.. I will suggest you to actually buy a back cover with the mac as well as it will help you to protect your mac much better. With each update the functionality becomes better. i will divide this mac in between pros and cons. PROS: 1) Battery life is amazing 9-10hours to the max even if you use it continuously. 2) Can edit videos...
14727,3,excellent performance as expected.Camera quality is very good compare to others.Battery life is just a nightmare for other laptops.This mac is best for those users whose idea empowers towards multitasking.Charging point is magnetic and protected from a cover.Long charging wire and a classic design.Overall a very good choice for multitaskers.Finally great delivery by flipkart everything is okay inside the box and packaging is just terrific
14728,3,I am very happy with the product and the Flipkart services...guys don't go for other laptops in this budget....it's very smooth portable and good graphics too.....it's very good laptop for average users acc to me more than that...brand name also matters....the people who says dsplay is terrible I want to say to those guys that display is not bad ...it's very good ...the only drawback is viewing angle other wise 10 out 10 for dis laptop.
14729,4,this message is only for those who wants to learn or develop mobile apps. I bought this Macbook in November 2019. and the very first I installed android atudio. yes I'm an android developer. I tried running android studio and this beauty handles it very smoothly. I didn't faced any lag or hang. so I fired up android emulator too just to know if it can handle or not. But surprisingly the machine handled that too. I was amazed. There's some lag on emulator but it still handles it and doesn't s...
14730,5,"Its a beast that u can't judge without using it. I don't know what have Apple done to this laptop (you can refer it as Black Magic), Best in class performance, no other laptop can beat its speed in this price range and nearer high range laptops. And believe me you can BOAST about your battery amongst ur friends if they don't have this model with them may ot be Macbook or Macbook pro, none of the windows laptop stands anywhere infront of this little miniature beast in case of battery. You own ..."
14731,5,"who can complain about apple, it is a wonderful piece . sound quality is mind-blowing , never expected that much actually . camera is decent enough and the build up is awesome"
14732,4,"This is one the best product Iam buying from flipkart thanks for the retailer ""truecomm"" I was worried how will me laptop be. But once I got my product it was fresh and branded. I bought this in big billion day offer for a cheapest price. This MacBook Air apart from everyone's negative view is a great laptop. If you are a gamer go for something else. This looks so good."
14733,4,quite frankly not worth in case you are looking to purchase a business laptop. just wasted my money on this product.  some negatives are mentioned below  1. in case you are extensive user of Excel sheets then this laptop is not for you. As majority of the functions in Excel won't work on this product. I have been told by the apple support to install Windows OS 😂 instead if I have that kind of work  2. in case you are a gamer don't purchase this product. Processing is not optemized to ensure ...
14734,5,Nice product awsome look and performance as i expected to be But my charger is heating up♨♨ very fast As too much that i can't hold it
14735,4,What can I say about this awesome product . Bought this laptop for android dev. Working like pro smoothly running all programs But having some heating issue sometimes feel cpu heating.
14736,4,I previously had one with 4 GB ram now I have the same config with 8gb. It works like a charm. Bit lag for Android studio and xcode. But that is ok since they are heavy softwares. Running simulators was pain in my 4 GB Mac but this one is pretty fast. If you are looking something for 4-5 years with medium to heavy use (I use my Macbook for 8-9 hours per day every day) and don't want to spend anything on maintenance Go buy it. Anyways got it for 51k in Diwali offer. But even for 62k it is bett...
14737,1,"Wow amazing! what a laptop ,performance is just awesome . Best in value for money. Any cse student can get this, you will not face any software issue even if software is not available in iTunes App Store you can directly google it and download... So I’ll recommend go for it👍"
14738,4,"Terrific deal, I got it just for ₹49k. the design is beautiful works perfectly battery is also good enough and charges very fast, updated with Macos Mojave and became a little slow while turning on. display should have been better."
14739,4,"I have been using this Laptop from past 5Months and i hope this review will help you decide whether you should get this Laptop in 2021 or not.  1. Performance(4/5) - Macbooks has one best thing that they are very easy to use and they work very smoothly so if you switch from Windows to mac believe me you'll love the experience of Mac environment. This mac does almost every task very smoothly like coding,picture editing or browsing 25apps at the same time or opening 100s of tabs in chrome at on..."
14740,3,Very nice laptop. Easy to use and handle like a book. Different from windows but far better than in functionality. I love it.
14741,5,Go for it even if you are buying it in 2020 or 2021. Review after 3 months. Value for money. Latest MacOS Big Sur works smooth without any trouble. Can be used both for work and personal use seamlessly.
14742,5,"very good performance and nice design of this laptop. It's quite better then windows laptop of this price range speed and processing is fast but display colours are not vibrant but its not that bad too its good for normal works. Internal SSD storage is too less its a major issue with this MacBook, one can bought the 256gb variant but its cost is high and size is also smaller. I am using this from one month and its performance is very impressive and also apple services is top class. One issue..."
14743,4,"Got it on 24th September under big bang sale for just 45k odd bucks. A truly value for money product. Prompt delivery from flip kart. Super fast, amazing look, feather light machine. Well an apple it is. So doesn't need any introduction. I have been a window users since the very beginning so a pleasant change for me."
14744,3,"I bought this in 2018 January for a whooping 44500/- deal. Apple doesn't compromise on their quality on any of their products and specially on their Mac products. Now coming to this Macbook Air A1466, this product is outdated with it's features and you don't get any authentic supplies like screen, Dock or landing zones, etc. from a third party vendor. I have tried buying them from the US as well and I'm out of choice. Hardware still supports the latest of the OS though. I have had trouble wor..."
14745,5,"I read and watched many YouTube video and decided to buy this Macbook Air but in video, Many YouTuber said that the display is not good. but it is good for day to day use. if you are editor of video and pictures, It will be problem to you but you can buy 4k monitor for That. I bought it at 52k. I have ipad pro 9.7. If you want to buy it. Go for it. Save 50k for Ipad pro. This ipad will work as extra monitor for you as well as tablet too. Editing in final cut pro is good but not tried much and..."
14746,2,"I used to make fun of Apple products being over priced and not worth the buy. I'd like to correct it, it is over priced but your spent on it is worth. After using an apple product there is no going back because they are awesome, so think before you buy because your life is going to start becoming expensive 😂"
14747,3,Stylish elegant and attractive.  Owsome laptop by Apple and good to use battery life and laptop performance is owsome.  Most owsome part is his trackpad the way Apple think and design the laptop trackpad is owsome.  You can not find it any other laptop.
14748,5,"First Time Using MacBook I switched from windows. MacBook is very easy to use. Its like a mobile operating system. But really very powerful and lightweight. I purchased this MacBook because editing videos and programming. Its very smoothly doing these two works. People were saying about the display that is not great but I did not found anything less into it. Display is great. Everything is great, except memory storage. But because of this every time you need to clean garbage. And you need to ..."
14749,4,This is my first review in Flipkart. My wife gifted me this MacBook air on anniversary. I was worried about the online purchase and authenticity. But I would like to assure you that I have received 100 percent original product. I have checked the serial number online. The packaging was perfect. I have received the laptop on 23.01.2020. till now it's well and good. Battery is awesome I am getting at least 10 hours in a single charge. My usage are mainly official and YouTube video watching. Ve...
14750,3,"I purchased my MacBook air from Flipkart at a great festive discount. This was the most inexpensive option available in the market at any of the shopping sites. I must say that I am completely satisfied with this purchase. The quality of laptop and the performance of the machine is brilliant. The best advise that I can give to anybody willing to purchase a laptop is to invest a little more and go for the best. MacBook Air is one of the best machines From the perspective of quality, display, w..."
14751,1,"Thi product is awesome. Was a bit sad about the delivery because it took 24 hours more than expected delivery but Flipkart immediately added a gift card saying sorry which was cute. DELIVERY IS ALWAYS FAST for these products. Mine might have been an exception. Coming to laptop, Macbook is an all new experience. The laptop meets your expectations. For those switching from Windows do go through a Mac tutorials as there are a lot of hidden features which you want to unveil. PROS: Awesome battery..."
14752,5,Best laptop at best price... i got it at 43500 amazing it is :)
14753,1,"It's superb for entertainment, watching movies & battery performances is so good I am very happy with that.One major problem is that for official work or for the Ph.D scholars I would think it's not good as most of the windows applications are not supported in mac Os system so it would be difficult to run app like Origin,Chemdraw,Peakfit apps (which are not available in apple store excepy chemdraw although you need to pay for this monthly)."
14754,4,"Better than any windows laptop in this price range.  Perfect laptop for college students. If you are a Web Developer then it's the best laptop for you.  I have bought this laptop for Android & iOS App Development. The performance of this laptop is much more superior than any other windows Laptop.  Android Studio loads up quickly, thanks to the 128 GB SSD. It runs smoothly. There is some heating when we load the Android Emulator. Combined Android Studio & Android Emulator takes about 4GB of Ra..."
14755,4,Works like a Magic. I had doubts before buying ..after a week of using this product I'm totally satisfied with the product. Thanks to seller also for providing the genuine product.
14756,5,"Well it's Apple, so you can't really go wrong with it. Battery definitely lasts for 10 hours. If you're a Windows user, Mac Os will take some getting used to. No Microsoft office, so that's always a downer. But all in all a great laptop. Can't stress how compact and travel friendly it is! Definitely worth the kidney I sold for this haha"
14757,5,"Simply The Best Laptop If U can Get It Under 50K. Most recommended for Law students and frequent travelers amazing speakers amazing speed the display doesn't feel bad if u. are upgrading from 30-40 k laptop but if u are coming down from higher specced PC or Laptop then only u can find the difference because of the smaller screen, the PPI is great so every content looks great I got it for 42K at Big. Billion Days Including Hdfc offers and exchanging an old android phone i definitely thi..."
14758,3,"I didn't know if I could leave my windows PC behind and switch to a Mac, but when I saw the deal thats was offered on the big sale, I took a leap of faith. Got this product at 45k, and having chosen the 'No cost EMI' that was available, it was an effortless purchase. One that I'm really glad of. The build quality is excellent, nothing that is offered by the counterparts running windows at this price. The OS is very beautiful, you can easily fall in love with it. And I can't say anything that ..."
14759,5,"Received the laptop in neat packaging which was delivered 2 days prior to the due date. The MacBook Air is lightweight, has great battery performance, HD display, backlit keyboard and sleek finish.  Really happy with the purchase, thank you Flipkart!"
14760,2,"it's obvious why apple products are so expensive, they work on following principles - 1. best quality in ergonomics 2. best quality in design 3.best quality in performance been over 6 months using macbook air, never have been so happy with a laptop before. got this at around 59k, updated to MacOS Mojave which is very powerful."
14761,4,"got it delivered within 24 hrs. thanks to Flipkart.  as of macbook is considered, I've used low end window systems before. so in comparison, SSD drive makes shut down super fast. start also fast enough. browser opens within a second.so much better than my previous experience. mac os is simpler than windows 10 imo.  laptop is sturdy. no flex. built like a tank. battery seems decent.  talking about display, color seems to be washed out a bit when watching YouTube videos. but for photos ..."
14762,5,"After using number of Windows, this is my first Apple and using almost 3 years. This one is not superfast but behaves same way from day one to till date which is exactly laptop supposed to do. Built sturdy to carry around and light too. Recently bought Azus Zenbook , speedy one but built quality of Apple stands out Sound quality is also very good."
14763,5,"Good n NYC easy to handle got in very less price 50,500 good product for general use it is good"
14764,4,"Outstanding note book...👍 High performance completely different & highly advance that window laptop. The best part is unique performance, ultra slim, low weight & aesthetically great looks made a perfect laptop in the market.👌👌 Those who choose apple MacBook 💻 will not again switch back over window laptop Overall a good & unique MacBook 💻"
14765,4,Great Product. Delivered in proper packing and Delivery boy was very supportive and helpful
14766,1,"Superb machine for entry level computing. Unless you are too much obsessed with Windows OS, it is time to shift to MAC OS and it works great. Yes you can not run pirated softwares on Mac. But it is worth a try."
14767,2,"What can I say?? Its a beautiful piece just built amazingly. Love the track pad which is so soft and even though the screen is small and old, its worth every penny. Just buy it."
14768,5,"First time Mac users please read this. Best at this Price Point, even if it is increased from 55000 to 65000 within an year but still good. Yes when you are setting up your Mac please press on the trackpad because if you just click then it will not work you can change that to touch after setting up your Mac after going to settings. I use this Mac for all of my work like UI & UX Designing, 2D & 3D Animation, 3D modeling in blender, Video Editing etc. And it works great. You will find a bit he..."
14769,5,"I was really excited to work on MacBook Air . The desig. js flawless ; it's lightweight , slim, gives a premium look , the touchpad design is also very simple , elegant and sophisticated . the issue which is troubling me now is the heating issue and the battery backup. There is a considerable heating issue in this laptop . Also the battery backup is really bad. So if you're to work for long hours , you'll always have to carry your charger along with you . Else the design and performance is ..."
14770,5,"I was confused between this and MacBook pro. If you ain’t going to use it as a professional 4k video/photo editor or a hard core gamer go for MacBook Pro.  If you does light editing ( 1080p or less) for your YouTube channel and normal photoshop editing your photos, this machine works perfectly fine. Go for it without any doubt.  Pros: - Very Light weight - Great Performance - Cheapest Macbook available - SSD drive - Has MacOS (Virus free OS) - Great Apple ecosystem if you use iPhone and..."
14771,5,I love this beautiful machine very powerful and perfect choice for iOS developer. Highly recommended for start development for iOS application.
14772,5,"Pros: Pretty much everything. Light weight, super smooth, amazing display, high performance etc. Cons: Less storage space. But it's working fine for me. even though I've installed lots of programming softwares including UNITY, Android Studio & xCode. ,"
14773,5,"I bought this one for stability. This one is sleek, like super sleek and sexy. Although I miss the numeric keyboard but the stability, battery and performance makes up for it. And for those concerned about quality of screen, I will say it is far better than what reviewers here say. I mean I have worked on 15k laptop, a FHD laptop (my last one) and many others one. Even though pixel wise the display is a tad lower than FHD screen but nowhere bad like those windows HD screen. I love it. Other t..."
14774,4,"A very good introductory Macbook. More than enough for day to day requirements. Light, thin, easy to carry and the refined Mac OS is a pleasure to use."
14775,4,"If you are looking for a laptop for a laptop based on speed, light and easy to use this one is the BEST at this price..... As you know most of the programmers and other persons in the software industry prefer macs for this specific reason. This one may be the base mode available in the range of mac's, This one comes with an 8 gigabit ram and Intel i5 processor and integrated graphics. You are not recommended to play any hardcore games , but for editing videos and photos this one is the best a..."
14776,4,"The Dream has come true , finally i got my Mac Air . Not saying much , i say only that Mac is Mac is a Mac . No match with any one , Windows Laptop are Far Far behind . Build quality ,display , processor , Look ,feel etc etc is Best ...... Go with it you will never have such experience . Worth for Every coin you sept . Thanks Flipkart for great deal & 2 day delivery ."
14777,5,Awesome laptop
14778,1,"Exactly one year back, i bought this. It's just awesome. Performance is far better than any other brand laptops in this price range. Worth every penny spend on it. It's my first apple product. Just loved it 😍 😘... I'm an android user, thinking of shifting to an iphone after buying this because of the excellent performance.  Thanks to flipkart for safe and early delivery😊.. !!!"
14779,5,"I have used all company laptops, dell, Sony vaio, hp, Lenovo etc . This is the best. Great quality and smooth buttery performance. Don’t go by the specs. Apple always integrates software and hardware better than other company in the world.  Con: the operating system needs some time to get adjusted to. But once you learn it - you will be enjoying a fantastic experience."
14780,4,"apple macbook air mid 2017 is well known compact business machine. It weighs around 1.65 kg. It comes with Sierra mac os, upgradable with Mojave mac os. It has 128 GB of solid state ssd and 8 GB of ram. processor is it dual core 1.8 ghz. Body made of aluminium unibody. Keyboard is fine but unlike macbook pro, keys are made of polymer. The battery performance is great and you can keep the laptop in hibernation mode for weeks. I use it for typing, spreadsheet, occasional web surfing and hearin..."
14781,2,The Product Is Awesome And As I Expected Its Worth.I loved It Awesome Performance And I M An Mechanical Engineer It Perfectly Fitted For My Designing Softwares . I Rated 4 Because Delivery Is Not Good .
14782,5,"I was using windows based laptops for many years now...things were okay till the time i bought ASUS laptop E203NAH in 2018 which made my life miserable and thats how i thought of moving out of windows based laptops.  I bought MAC book Air around 2-3 weeks back....it works like a charm...so fast , interfacing is so good....everything is just awesome....Every thing works well, battery back is unexpectedly too good...display is fine, sound quality is clear and loud....and it is superfast...BTW...."
14783,4,"Great product even today! I brought this on june 2020. Performance is awesome, and ofcourse the interface is lovable, and above my expectations it handles MATLAB, and other IDE pretty well.Overall 5 star for product and for flipkart also for fast delivery."
14784,1,"Before buying Macbook, first anaylse your requiremnets. If you want a descent laptop with highest battery backup and which can be easily portable and you don't want it for gaming purpose. Then I must recommend you for the Macbook Air. The 2017 model which I have purchased performs well even when many apps are simultaneously open. Also if you are switching from windows to mac, then you will see the vast differences and you will love it. In short its a perfect laptop for general task such as do..."
14785,5,"first time Mac user, performance wise far better than my old window laptop,look should be improved wrt the bezel rest are good. battery backup mentioned around 12 hour but it's around 8 hour with normal usage which is fine I guess. good for people who want to use premium laptop within reasonable budget."
14786,1,"It is perfect in all ways if anybody want any laptop. Then it is the best because it, itself inspire us to work"
14787,5,"Excellent system for middle class developers. I am a freelancer / mobile developer, I need both android studio and xcode. This system is enough to work with both platforms. Nice packing and delivery by flipkart."
14788,3,thak you apple for such wonderful product with such satisfying price and excellent performance. thanks to flipkart too for too good services. worth buying.
14789,5,Wow the best laptop I have ever used!! It is an excellent piece of work done by apple. Mac os is simply the best os in the world. Once a Mac user always a Mac user.
14790,1,Apple..The name is enough to describe it's experience. it's awesome ... Very slim and smooth surface. just in love with it.
14791,2,Amazing product. Worth buying. With this price you will get high end specs with windows os but the stability of Mac os is 1000 tines way better than windows. Integration of external peripherals are ultimate. Watch videos if you are first time user.
14792,4,"Awesome product at such great price. On Flipkart got it with gud price tag, as compared to market with complete authenticity of product by Flipkart. Nicely packed and delivered by special delivery process by Flipkart.Purchased on 3 Sept and got delivered on 4 sept, Great delivery process by Flipkart."
14793,5,"very good product (light weight, high battery back up, reliable mac os, fast speed due to SSD and 8GB RAM, and doesn't heat up when used for long, and going by history of the product it should sustain all these good points even after years, unlike other laptops that deteriorate after few months or couple of years) and then unbeatable price as I bought it at final price of 48.5k"
14794,5,"worth every Penny!  Apple ! Till now I used to work on Windows but after MacBook my views are completely change about apple products and seriously I love my MacBook, the way it's working never stuck no complain , lightening fast , hazel free charging problem and led backlit keyboard and last but not the least it's design, the features , security and operating system attracts me to work.  and I never get bored to working on it . These are the honest reviews from me , This light weight beauty c..."
14795,2,"Bought it during BBD at around 43.5k,. First of all I would like to thank Flipkart for such a cheap bargain and quick delivery! Coming to laptop most of us know Mac OS is beast, Build quality is awesome and i5 processor is working so smooth like butter for daily tasks!"
14796,5,Definitely one of the better laptops I have purchased. I have been using windows since the beginning and by beginning I mean windows 98 version. But am amazed by the ease of use of Mac os X. Contrary to the popular belief it's easy to use and surely very stable. The macbook air is very sleek and sturdy. It's been made to last. An enjoying working on it and will recommend it my friends.
14797,5,"Got it for 50.5K. Delivered in 4 days. Last BBD it was an ipad and this time it is a macbook air. Flipkart deserves all the commendation. About the product, silence is the best way to review this product. You have to see it and feel it to believe it. If it is your first apple product, you will just caress it for some days. If you have been a budget laptop user like me, the screen is infact an upgrade. There was hardly any better quality screen available in laptops if you have a 2-3 year old w..."
14798,5,"Firstly Delivery was superfast. Product was properly packed And sealed. Its an apple product, you buy it because u are used to premium and hassle free interface. I previously had a macbook pro 2012 model was quite satisfied with it. But it had hdd drive, so the processing got little slow over time and it couldn’t keep up with the regular software updates and it started lagging. So i decided to with the air, because the price point was good and the new generation air are really nice but are a ..."
14799,5,I purchased this laptop on march 14th 2020 and I have been coding in this since then only and it is awesome laptop and it doeanot lags as the windows laptops and it is runming smoothly even after so much of huge code and also i am using photoshop and it is working fine.Design is awesome and I like the keyboard and the glass touchpad of apple and it is simply marvellous.
14800,3,"very elegant. very satisfied. its the best amongst all. super fast operations, bright hd display, awesome sound quality and lightning fast processing. loved it."
14801,4,"A very good mac, low end but works well for lighter tasks. I myself code a bit, watch movies, browse, and edit photos with a breeze. You could push it to its extremes by doing video editing too. Overall most satisfying. A very good lappy at the budget. I am a CSE student so I did a bit of research before buying a lappy and decided on this one. If you have more budget then you can go for the new mac(2018 the one with Retina display and smaller bezels) which is totally awesome"
14802,5,Mac OS is smooth and easy to use.... absolutely best buy for 2019 too....go for it with out a second thought.... don't get into too much research on screen pixel etc etc....for a normal user it's THE BEST laptop....not for gamers for sure....
14803,5,Beautiful Machine with great speed and nice battery back up ! Absolutely no hang ..nothing .Finally it's apple !! One drawback what I would like to mention is storage ..it would have been 256Gb . Rest is absolutely fine . Recommend to buy it !
14804,4,"Due to 1.8 GHz processor speed little slow other wise excelent product. really apple is a best brand, I purchased it Rs. 52K in big billian sale 2018. it's good looking, light weight,with good battary backup."
14805,4,"Ultimate Product and Complete Peace of Mind !!  I bought Mac Book Air 6 months ago during great India shopping day, stunning slim look and lowest weight. Best part is longest battery back up of 8-9 hrs."
14806,5,"One word Worthy MacBook boot time and apps launches pretty quickly because of SSD. Processor is quite fast and keyboard haptic feedback is great, backlit light bleed is very less. Battery performance top notch. One thing that this laptop lack is screen quality and resolution.. But you always have port to connect it in BIG screen."
14807,5,"Got it for 42k after exchange offer during the diwali sale. Got an August 2017 manufactured model, checked the serial number in Apple site and sure enough it had 1 year warranty. Packing was good and laptop was protected well.  It came with Mac os Sierra out of the box and there's a free upgrade to the latest os High Sierra. Performance is silky smooth but there's a steep learning curve if you're coming from windows. Although it's thin theres a reassuring weight to the machine. Better to get ..."
14808,5,One of the finest product I have ever used in my life. Apple had really done very good job by manufacturing such a product within reach of a middle family income. Commendable job.
14809,3,"Good and fast ,only limitation is 128 gb storage,upgraded from Catalina to BIG SUR ,many good features like my iPhone and iPad mini get connected so that I can pickup phone from laptop MacBook Air itself and no need to enter passwords etc provided u have same Apple ID ,compatible with Microsoft PowerPoint which I purchased separately"
14810,3,"Hello,  Here is my Review after 10 days of purchase  Pro : 1.Smoothness 2.Superb battery backup 3. No hang, no lagging 4. After sell support from apple just wow 5. smooth for photoshop  Cons: 1. Charger problem, Overheated (May be in my case Only) 2. For video editing for many layers and clips not suitable (suitable for inroom simple videos)"
14811,5,I could say this is the one of the best investment I have done.  The macbook air works perfectly for all my home and office work. The i5 processor is simultaneously able to handle the : -  1. Four Google Chrome Tabs 2. Three excel sheets 3. Two Word documents. 4. Microsoft Teams 5. Netflix 6. Youtube  I have not been able to find any performance issues so far. The applications switch smoothly between each other. The video call on Teams works perfectly without any glitches. The sound quality...
14812,5,"It is my first time when i was working on Macintosh and i am really impressed. It's been 7 months i have been using it, it never hanged till date and performance is great as compare to windows . For windows user who are facing issues with chrome, they will definitely go in love with this laptop. Battery backup is also good, it gives around 8-9 hrs of backup, if you are continuously working on it. Overall it's a good package, just go for it ."
14813,4,"I was little bit hesitant while buying it but since my wife loves Apple a lot, so it was the best gift option for me on her birthday. she was awfully struck with surprise while unboxing the pack.I have happily migrated from Windows to Mac now, its robust, stylish and exorbitant speed. perfect purchase. Thank you Flipkart and Seller"
14814,5,"Good product for software developer .when i used this laptop for web development and software development like python and its library its quite good for that.it also good for simple deep learning model creations and data science project . storage is less . its fast compare to windows i5, its smooth compare to windows any machines . but when i used this laptop for virtual machine it is not quite good for that bcz of less storage and i5 processor .when u used this laptop for virtual machine bat..."
14815,5,"I am fully satisfied with this Apple laptop in this price range. Its 2019 manufacturing with original software, excellent battery backup. Thanks to Flipkart & waiting for more offers like this."
14816,5,"After using Windows for more than a decade, I started using iPad. Impressed by the user friendliness of iPad I bought macbook air.  Pros: Very light, Long battery life (about one day of use), User friendly, very stable system (does not hang or crash), very good sound and picture quality, good metallic built, the experience of the mac ecosystem (iPad+macbook+iPod) is simply mind blowing (specially the air drop feature).  Cons: If you are planning to play games....this is not for you, this is a..."
14817,4,"- using for coding and Xcode work well in this - space is little less , we take back in 2 months - design is great - 2017 model we get and registered into apple support website - great for browsing - for photoshop designing not so good"
14818,4,"If you are looking at a laptop with good performance and good battery life and want to do programming this laptop is for you. There are some pros and cons in this laptop.  Pros : 1. The Build quality is premium which we expect from Apple. 2. The person who wants to install IDE's for development purpose, these IDE's run extremely well and this laptop is also good for video editing purpose. 3. Battery life is good it gives 6-8 hours of battery backup 4. Keypad is very lite and doesn't make soun..."
14819,2,"awesomeness is the word. awesome speed, awesome battery, awesome multi tasking, awesome (light) weight, awesome touch pad (no use of mouse reqd)"
14820,5,"Good laptop. For people who have normal use like for office. This is perfect. However, battery could have improved more. Charger cable get torn after few months, would recommend people to buy spiral band to avoid any wear and tear in cable."
14821,5,Got it in 47000 in Big Billion Sale 2018. Being a Windows user I must say MacBook is amazing. Initially it might feel a little odd in getting comfortable with the UI but once you are comfortable nothing stops you. A Linux user can easily familiarize himself with the OS. Boot Time and Battery backup is the best part. Storage size is a bit of a concern.
14822,5,"no matter what, Macbook is always way ahead of its competitors in case of performance. Although screen is not a retina display but far far better then other windows laptops. Good for daily light usage. Fast to boot and easy to use. You can also do light weight development as well. Works absolutely fine with IntelliJ."
14823,5,"Amazing product. I got it for my development and believe me it works so well with Android studio, jet brains ide. Till now no performance issues."
14824,5,"First, Flipkart is just too good at delivery! Product is perfect. Bought it in a hurry in the festive sale, as Apple raised the price of even the old model of Air by 17k. Overall. The product is good, handles office level multitasking pretty well. Though I had two instances of a slight lag for 3 seconds... (I had 25 application windows open at that Time). Typing is a breeze, adjust the keyboard setting ls to your speed, and it's great. The fluid design of the OS is known to all. Battery stan..."
14825,4,"Display sucks, battery life is great, portable enough so don't think of weight, battery life good enough you don't have to carry n charger everytime"
14826,4,"The product is insane. Superb speed and finesse both in terms of looks and in terms of performance. For people who fear they worked kn windows their entire life and now mac might be difficult, go buy it man.. nothing like that..you can learn it in a day..its amazing.. worth buying at this amazing price.."
14827,1,"So much Happy.. The Macbook Air is good and premium.The most youtube review says its display and viewing angles are bad but its not true.its having decent display look good,if you are moving from Windows to Mac using 30-40k windows laptop then you cant have any single complain.Besides the storage you can use an external Hard Drive for storing moving and extra stuff for normal storing purpose its great with required software in it. I so happy to get this device."
14828,4,"It's an Apple product so rest assured your not going to be disappointed even the slightest, great battery life, nice display, smooth Mac OS, can do casual gaming, top notch creativity machine. Fast delivery by Flipkart and great customer support. Money spent well"
14829,5,"It was very well packaged and delivered on time. Works like a dream, boots in seconds, even faster than some phones! Very smooth and is really good for web browsing, watching movies, light video and photo editing- that means you can edit vlogs easily in HD quality. Happy with the battery backup lasts close to 5-6 Hrs depending on the usage. Really happy that I didn’t buy windows at the same price!  Go for it, you won’t regret this super light robust laptop!"
14830,4,"Product is good. Very thin, light weight and portable. Although storage is very less only 98gb available from 120gb. Only 2 usb port. Charging adaptor is very handy easy to cary.  Editing the review after updating to big sur, it really lagging now. A windows laptop with ssd is much better than MacBook, because in future updates there are not going to slow down there machines intentionally. So that user buy the new one. Not value for money."
14831,5,"My Review after one month of usage. I would like to say Awesome product, Awesome Service, Awesome Delivery. Thank you Flipkart, Apple and Ekart Logistics as well."
14832,2,"It's awesome. I was waiting to buy this from long time. Finally I bought it at very good price 43k, thanks Flipkart sale.  For 43k I got MacBook air 2017. MacOS will blow ur mind. It's worth every penny your are paying. Everyone know the pros, the only con is screen. But trust me guys display is still awesome. It gives immense pleasure to work on Mac. It's must buy unless you are a gamer."
14833,5,"I got it at 49K, I was planning to buy one from Inspire at 60K. Got it at best possible price, in best possible packing and it got delivered within 3 days from the day I placed an order.  Thanks to Flipkart - Best e-commerce product in India."
14834,5,You have seen different reviews and also read about Mac so what I will tell you is you require to know. Pros What I got is Aug 2017 model of Mac. Pros Nearly no virus problem Starts very fast Looks so premium and out of the league. Light weight... Conclusion is hardware n build quality is best no point of comparison.  Cons for Windows user Mac OS. Not so user friendly. When u stuck on something u have to do it using script on command prompt linux based.  No HDD only SSD of 128gb No CD Rom N...
14835,2,"Best in class.  Bought it on big billion day offer.Its my first Apple product.Its easier than Windows as per me.It has a very classy look and sturdy built quality.Its very light compared to other laptops.The display is bit low,but we have to sacrifice atleast one to this stunning device.Finally I loved this superb product from Apple and lots of thanks to Flipkart for its good packaging service.Obviously I must rate this product 5⭐."
14836,5,You want happiness? You gotta work for it man! Good luck.. And mac is beautiful and fast AF
14837,5,Best
